event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
AFG62716,"24 October 2021",2021,1,"Political violence",Battles,"Armed clash","Military Forces of Afghanistan (2021-)",,"State forces","National Resistance Front",,"Rebel group","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Baghlan,"Khost Wa Firing",,"Khost Wa Firing",36.0147,69.5998,2,"Afghan Islamic Press News Agency; Twitter; Akhbar Alaan","New media-National","On 24 October 2021, 1 commander of the NRF was killed and 5-7 other members captured by the Taliban during a clash in Khost Wa Firing district, Baghlan.",1,,1643764042
AFG65333,"24 October 2021",2021,1,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Former Military Forces of Afghanistan (2021-)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Paktika,"Yahya Khel",,"Yahya Khel",32.9374,68.6462,2,"Afghan Peace Watch; Twitter","Local partner-Other","On 24 October 2021, 1 former Afghan forces member who given amnesty was arrested was killed by the Taliban in the Manjian village of Yahya Khel district, Paktika.",1,,1665497627
AFG62192,"24 October 2021",2021,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Afghanistan)",,"Political militia","Civilians (Afghanistan)","Muslim Group (Afghanistan)",Civilians,"Political militia-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Nangarhar,Behsud,,"Qalah-ye Muqam Khan",34.4538,70.4627,1,"Afghan Islamic Press News Agency; Pajhwok Afghan News; Undisclosed Source; Xinhua","Local partner-Other","On 24 October 2021, unidentified persons fired at a religious scholar in a targeted attack at Qalah-ye Muqam Khan town (Behsud district, Nangarhar). He was killed in the attack.",1,,1710871576
AFG62189,"24 October 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Afghanistan)",,Protesters,,,,"Protesters only",,4,"Caucasus and Central Asia",Afghanistan,Takhar,Taluqan,,Taluqan,36.7341,69.5336,1,"Kabul News TV; Twitter","New media-National","On 24 October 2021, a number of people protested in front of the governor office in Taluqan, Takhar against the rising of poverty and a economic turmoil.",0,"crowd size=no report",1712695307
AFG62187,"24 October 2021",2021,1,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Journalists (Afghanistan)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Nangarhar,"Muhmand Dara",,Torkham,34.1293,71.084,1,"Afghan Peace Watch; Committee to Protect Journalists; Twitter; Undisclosed Source","Local partner-Other","On 24 October 2021, 2 Afghan journalists from Tolo News and Jaaj News were beaten up and their camera were confiscated by the Taliban while they were covering local issues and Afghan civilians crossing into Pakistan in Torkham area, Muhmand Dara district, Nangarhar.",0,,1714518342
AFG62715,"24 October 2021",2021,1,"Political violence",Battles,"Armed clash","National Resistance Front",,"Rebel group","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Baghlan,Andarab,,Andarab,35.6335,69.2602,2,Twitter,"New media","On 24 October 2021, Taliban forces were killed, several were wounded and 7 of them were captured during clashes with NRF fighters in Andarab district, Baghlan. Fatalities coded as 3 (NRF reported 18 Taliban fatalities).",3,,1715131350
AFG62186,"24 October 2021",2021,1,"Political violence",Battles,"Armed clash","Islamic State Khorasan Province (ISKP)",,"Rebel group","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Herat,Herat,,Herat,34.3482,62.1997,1,"Afghan Islamic Press News Agency; AFP; GardaWorld; TOLO News",Other-National,"On 24 October 2021, at least 6 IS members and 10 civilians were killed, and 2 Taliban members injured during clashes between the Taliban and IS in Pul-e Khaima Dozan area of Herat city. The Taliban claimed that the armed group were Islamic State kidnappers while other sources that the armed group were members of a Taliban splinter group or followers of former jihadi leader Ismail Khan.",16,,1730228607
AFG65332,"23 October 2021",2021,1,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Former Military Forces of Afghanistan (2021-)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Paktia,Ahmadabad,,Ahmadabad,33.7752,69.3395,2,"Twitter; Afghan Peace Watch","Local partner-Other","On 23 October 2021, 1 former soldier was shot and killed by the Taliban in Ahmadabad district, Paktia.",1,,1665497627
AFG62184,"23 October 2021",2021,1,"Political violence",Battles,"Armed clash","Islamic State Khorasan Province (ISKP)",,"Rebel group","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Nangarhar,Jalalabad,,Jalalabad,34.4265,70.4515,1,"Afghan Islamic Press News Agency; ExTrac","Local partner-International","On 23 October 2021, 4 Taliban members and 3 civilians were killed during 3 separate clashes between the Taliban and IS militants in Jalalabad city, Nangarhar. IS claimed the attack and added only 2 Taliban militants were killed. On the same day, 2 civilians were killed and 4 others wounded when a roadside bomb planted by IS militants in Jalalabad city, Nangarhar. The vehicles were thought to target the Taliban as their vehicles were passing by during the explosion. IS claimed 10 Taliban militants were killed and wounded (coded as half). Attacks possibly took place in scope of the same large offensive.",7,,1730228607
AFG62345,"23 October 2021",2021,1,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Former Police Forces of Afghanistan (2021-)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Kandahar,Kandahar,,Kandahar,31.6133,65.7101,1,HRW,Other,"On 23 October 2021, a former policeman was taken from his home by Taliban members in PD9 of Kandahar city. His dead body was brought home the same night by an ambulance.",1,,1739304988
AFG62181,"22 October 2021",2021,1,"Strategic developments","Strategic developments",Other,"Supreme Council of National Resistance","Hizb-e Wahdat-e Islami; Islamic Dawah Organisation of Afghanistan; JI: Jamiat-e-Islami; JMI: Junbish-i-Milli Islami","Political militia",,,,"Political militia only",,4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,3,"Hasht-e Subh; Shafaqna",National,"Other: On 22 October 2021, a new political council, Supreme Council of National Resistance of the Islamic Republic of Afghanistan, released a statement declaring the council's establishment, with a political and military wing. Former political and militia figures in Afghanistan, Abdul Rasul Sayyaf (from Islamic Dawah Organization of Afghanistan), Mohammad Mohaqiq (from Hizb-e Wahdat-e Islami), Atta Mohammad Noor (Jamiat-e-Islami) and Abdul Rashid Dostum (Junbish-i-Milli Islami) were among the founders along with other former Afghan political figures (not named by the sources). The first aim of the council was stated to engage in negotiations with the Taliban for a political solution, and then an armed defense against the Taliban if negotiations fail [coded to Kabul as Capital of Afghanistan with GP3].",0,,1722291482
AFG63427,"22 October 2021",2021,1,"Political violence",Battles,"Armed clash","Islamic State Khorasan Province (ISKP)",,"Rebel group","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Nangarhar,Jalalabad,,Jalalabad,34.4265,70.4515,1,ExTrac,"Local partner-International","On 22 October 2021, 1 Taliban member was shot and killed by IS militants in PD4 of Jalalabad city, Nangarhar.",1,,1730228608
AFG62714,"22 October 2021",2021,2,"Strategic developments","Strategic developments","Change to group/activity","Anti-Taliban Forces",,"Rebel group","National Resistance Front",,"Rebel group","Rebel group-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Parwan,Charikar,,Charikar,35.0166,69.174,2,"Aamaj News; Twitter","New media-National","Change to armed group: Around 22 October 2021 (as reported), an anti-Taliban armed group announced their existence in support of NRF in Parwan [coded to Charikar with GP3] province. No further details.",0,,1737435502
AFG62179,"21 October 2021",2021,2,"Political violence",Battles,"Armed clash","Military Forces of Afghanistan (2021-)",,"State forces","Military Forces of Afghanistan (2021-)",,"State forces","State forces-State forces",,4,"Caucasus and Central Asia",Afghanistan,Nangarhar,Jalalabad,,Jalalabad,34.4265,70.4515,1,"Shamshad TV; Twitter","New media-National","Around 21 October 2021 (as reported), 1 Taliban member was injured in internal fighting in Kabul-Ada area of Jalalabad city, Nangarhar 'a few days ago'. No further details.",0,,1635273304
AFG62180,"21 October 2021",2021,2,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Afghanistan)",,"Political militia","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Political militia",,4,"Caucasus and Central Asia",Afghanistan,Nangarhar,Jalalabad,,Jalalabad,34.4265,70.4515,1,"ISNA; Twitter","Other-New media","Around 21 October 2021 (as reported), unknown gunmen attacked a border brigade post in Jalalabad city, Nangarhar. Eyewitness claimed that two explosions were heard in the area following by gunfire between Taliban forces and the attackers. No more information on the incident. Casualties unknown.",0,,1635273304
AFG62711,"21 October 2021",2021,1,"Political violence",Battles,"Armed clash","Military Forces of Afghanistan (2021-)",,"State forces","National Resistance Front",,"Rebel group","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Baghlan,Pul-e-Hisar,,Pul-e-Hisar,35.6149,69.4652,2,Twitter,"New media","On 21 October 2021, several Taliban forces were killed and wounded after their attacks were retaliated by NRF forces in Taghanak valley of Pul-e-Hisar district, Baghlan. Unknown fatalities coded as 3.",3,,1643759414
AFG62177,"21 October 2021",2021,2,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Afghanistan (2021-)","Police Forces of Afghanistan (2021-) General Directorate of Intelligence","State forces","Unidentified Armed Group (Afghanistan)","Former Militia (Pro-Government)","Political militia","State forces-Political militia",,4,"Caucasus and Central Asia",Afghanistan,Kapisa,"Mahmood Raqi",,"Mahmood Raqi",35.0164,69.3445,3,"Bakhtar News Agency",National,"Weapons seizure: Around 21 October 2021 (as reported), the Taliban forces, in cooperation with Kapisa province intelligence department discovered and obtained tens of riffles and various other types of ammunitions within the limits of Kapisa [coded to Mahmood Raqi with GP3] province. The cache belonged to a commander of public uprising forces (pro-government militia) of the previous Afghan government.",0,,1714518342
AFG62175,"21 October 2021",2021,1,Demonstrations,Protests,"Protest with intervention","Protesters (Afghanistan)","Civilians (Afghanistan); Civilians (International); Journalists (Afghanistan); Journalists (International); Women (Afghanistan)",Protesters,"Military Forces of Afghanistan (2021-)",,"State forces","State forces-Protesters",,4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,"Etilaat e Roz; Khaama Press; RFE/RL; Undisclosed Source","Local partner-Other","On 21 October 2021, a group of 30 women staged a protest in front of the Ministry of Education and the Ministry of Finance in Kabul city demanding reopening of schools for girls, rights to work, amendment to bad economic conditions. Taliban forces dispersed the protest and reportedly assaulted one foreign and 2 local journalists.",0,"crowd size=30",1722291482
AFG62713,"21 October 2021",2021,1,"Political violence",Battles,"Armed clash","National Resistance Front",,"Rebel group","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Panjshir,Unaba,,Unaba,35.2271,69.4051,2,Twitter,"New media","On 21 October 2021, NRF fighters clashed with the Taliban forces in Unaba district, Panjshir. Fatalities coded as 3 (NRF reported more than 10 Taliban were killed and injured).",3,,1724787052
AFG62712,"21 October 2021",2021,1,"Political violence",Battles,"Armed clash","National Resistance Front",,"Rebel group","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Kapisa,"Hissa-e-Awali Kohistan",,Kesektan,35.0467,69.2919,2,Twitter,"New media","On 21 October 2021, NRF fighters launched a guerilla attack on Taliban forces in Hissa-e-Awali Kohistan district [coded to Kesektan with GP2], Kapisa. Fatalities coded as 3 (NRF reported 8 Taliban fatalities and arrest of 6 others).",3,,1725414466
AFG62176,"21 October 2021",2021,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Islamic State Khorasan Province (ISKP)",,"Rebel group",,,,"Rebel group only",,4,"Caucasus and Central Asia",Afghanistan,Kabul,"Shakar Dara",,"Shakar Dara",34.6833,68.9833,2,"Afghan Islamic Press News Agency; Anadolu Agency; ExTrac; ISNA; Khaama Press; Shafaqna; Telegram; Twitter","Local partner-International","On 21 October 2021, 1 power pylon was destroyed in a bomb explosion in Qalai Murad Beg area of Shakar Dara district, Kabul. Islamic State (IS) claimed responsibility for the explosion.",0,,1730228607
AFG62178,"21 October 2021",2021,1,"Political violence",Battles,"Armed clash","Military Forces of Afghanistan (2021-)",,"State forces","Islamic State Khorasan Province (ISKP)",,"Rebel group","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Nangarhar,Jalalabad,,Jalalabad,34.4265,70.4515,1,Twitter,"New media","On 21 October 2021, an armed clash occurred between Taliban forces and Islamic State (IS) fighters after Taliban raided an IS hideout in Jalalabad, Nangarhar. Casualties unknown.",0,,1730228607
AFG62944,"21 October 2021",2021,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Islamic State Khorasan Province (ISKP)",,"Rebel group","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Nangarhar,Jalalabad,,Jalalabad,34.4265,70.4515,1,ExTrac,"Local partner-International","On 21 October 2021, 3 Taliban forces were wounded when their vehicle hit an IS-planted bomb in Jalalabad city, Nangarhar.",0,,1730228607
AFG62169,"20 October 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Afghanistan)",,Protesters,,,,"Protesters only",,4,"Caucasus and Central Asia",Afghanistan,Balkh,Mazar-e-Sharif,,Mazar-e-Sharif,36.709,67.1109,1,"Pajhwok Afghan News",National,"On 20 October 2021, hundreds of people protested in Mazar-e-Sharif city of Balkh province demanding the World Bank to resume their incomplete projects that were left in Afghanistan because thousands of people has lost their jobs due to delay in those projects. They also demanded the Uinted States to unfreeze Afghanistan foreign assets.",0,"crowd size=hundreds",1635273305
AFG62710,"20 October 2021",2021,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Afghanistan)",,"Political militia","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Political militia",,4,"Caucasus and Central Asia",Afghanistan,Kunduz,Kunduz,,Kunduz,36.729,68.857,1,Twitter,"New media","On 20 October 2021, a clash took place between 2 unknown gunmen and Taliban forces inside Kunduz city airport, resulting in killing and injuring several Taliban members. The attackers were also killed. Fatalities coded as 3 (NRF reported 16 Taliban fatalities plus 2 attackers).",3,,1643759414
AFG62171,"20 October 2021",2021,2,"Strategic developments","Strategic developments","Change to group/activity","Anti-Taliban Forces",,"Rebel group","National Resistance Front",,"Rebel group","Rebel group-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Ghazni,Ghazni,,Ghazni,33.5508,68.4225,2,Twitter,"New media","Change to armed group: Around 20 October 2021 (as reported), an anti-Taliban resistance armed group from Malistan Ghazni announced their support for NRF in Ghazni province. They were mentioned as 'former mujahideen' (rebel forces).",0,,1648568563
AFG62172,"20 October 2021",2021,2,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Former Military Forces of Afghanistan (2021-)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,"Independent Persian; MSN News; Shafaqna",National-International,"Around 20 October 2021 (as reported), Taliban forces murdered a former Afghan military soldier who was working as an interpreter for Australian Defense Forces assumably in Kabul city. His sister living in Australia was trying to secure a visa for the victim and his family. Due to safety of the victim's family, exact details on the incident, date and location went unreported.",1,,1722291482
AFG62170,"20 October 2021",2021,1,"Political violence",Battles,"Armed clash","Islamic State Khorasan Province (ISKP)",,"Rebel group","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Faryab,"Dawlat Abad",,"Dawlat Abad",36.4326,64.9207,2,Twitter,"New media","On 20 October 2021, a beheaded body of a Taliban commander was found in Dawlat Abad district, Faryab. It was claimed that the victim was beheaded by ISKP members.",1,,1730228607
AFG62173,"20 October 2021",2021,1,"Political violence","Explosions/Remote violence",Grenade,"Islamic State Khorasan Province (ISKP)",,"Rebel group","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,"Afghan Islamic Press News Agency; Ariana TV; Etilaat e Roz; ExTrac; Pajhwok Afghan News; Shafaqna","Local partner-International","On 20 October 2021, 2-4 Taliban forces were wounded by a grenade attack on Taliban vehicle in Dah mazang area of Kabul city. An eye witness claimed 2 killed and 7 other including university students were injured in the incident but this was unconfirmed. IS claimed responsibility for the attack, adding they killed and wounded 4 Taliban members.",0,,1730228607
AFG62174,"20 October 2021",2021,1,"Political violence",Battles,"Armed clash","Islamic State Khorasan Province (ISKP)",,"Rebel group","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Nangarhar,Jalalabad,,Jalalabad,34.4265,70.4515,1,"ExTrac; Shinwari Kara News; Twitter","Local partner-International","On 20 October 2021, a man suspected to be a Taliban spy was shot dead by a IS member in Naranj Bagh area of Jalalabad city, Nangarhar.",1,,1730228607
AFG62166,"19 October 2021",2021,2,Demonstrations,Protests,"Peaceful protest","Protesters (Afghanistan)",,Protesters,,,,"Protesters only",,4,"Caucasus and Central Asia",Afghanistan,Nangarhar,"Deh Bala",,"Deh Bala",34.0923,70.469,2,"Twitter; Bakhtar News Agency","New media-National","Around 19 October 2021 (as reported), dozens of residents of Shinwar district protested in Deh Bala district, Nangarhar asking the international community to pay compensation for the use of bombs in their area.",0,"crowd size=dozens",1635273304
AFG62167,"19 October 2021",2021,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Afghanistan)",,"Political militia","Civilians (Afghanistan)",,Civilians,"Political militia-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Paktika,"Mata Khan",,"Mata Khan",33.24,68.8663,2,"Pajhwok Afghan News",National,"On 19 October 2021, 3-5 children were killed and one other was injured by an explosive device while they were playing, in Mata Khan district, Paktika. The explosive claimed to be remnants of the recent clashes in that area.",3,,1635273305
AFG62168,"19 October 2021",2021,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Afghanistan)",,"Political militia","Civilians (Afghanistan)",,Civilians,"Political militia-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Paktika,"Zarghun Shahr",,"Khayr Kot",32.8536,68.4497,2,"Pajhwok Afghan News",National,"On 19 October 2021, 1 civilian was killed and 3 others were injured in a roadside explosion in Zarghun Shahr [coded to Khayr Kot with GP2] district, Paktika. No group has claimed responsibility.",1,,1635273305
AFG62165,"18 October 2021",2021,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Afghanistan)",,"Political militia","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Political militia",,4,"Caucasus and Central Asia",Afghanistan,Nangarhar,Jalalabad,,Jalalabad,34.4265,70.4515,1,Twitter,"New media","On 18 October 2021, 2 civilians were injured when a roadside bomb planted on a Taliban vehicle exploded in the PD5 of Jalalabad city, Nangarhar. Attackers unknown.",0,,1635273306
AFG65326,"18 October 2021",2021,1,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Prisoners (Afghanistan)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Khost,Khost,,Khost,33.3395,69.9204,3,"Afghan Peace Watch; Twitter","Local partner-Other","On 18 October 2021, 1 poet was arrested and killed by the Taliban in Khost province. He was a well-known Pashto poet. No further information.",1,,1722291483
AFG62709,"17 October 2021",2021,1,"Political violence",Battles,"Armed clash","National Resistance Front",,"Rebel group","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Panjshir,Bazarak,,Bazarak,35.3129,69.5152,2,Twitter,"New media","On 17 October 2021, NRF fighters clashed with the Taliban Red unit forces in Bazarak district, Panjshir. Fatalities coded as 3 (NRF reported one Taliban commander plus several of his security guards fatalities).",3,,1721157093
AFG62164,"17 October 2021",2021,1,"Political violence",Battles,"Armed clash","Islamic State Khorasan Province (ISKP)",,"Rebel group","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Kunar,Noorgal,,Noorgal,34.6134,70.765,2,Twitter,"New media","On 17 October 2021, at least 3 Taliban members were killed when members of the Islamic State attacked a checkpoint in Zheray Baba area, Noorgal district [location coded to Nurgal with GP2], Kunar.",3,,1730228607
AFG62708,"17 October 2021",2021,1,"Political violence",Battles,"Armed clash","National Resistance Front",,"Rebel group","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Baghlan,Nahreen,,Nahreen,36.0649,69.1334,2,Twitter,"New media","On 17 October 2021, one Taliban member was killed and several others were wounded in a guerilla attack by NRF fighters on border areas between Jalga and Nahreen districts, Baghlan.",1,,1737495237
AFG64777,"16 October 2021",2021,2,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Afghanistan)",,"Political militia","Civilians (Afghanistan)",,Civilians,"Political militia-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Nangarhar,Jalalabad,,Jalalabad,34.4265,70.4515,1,UNAMA,National,"Around 16 October 2021, 5 bodies were discovered in Jalalabad city, Nangarhar. The bodies had notes which said that they were killed over alleged IS links. It's unclear who killed them. No indication about potential IS links.",5,,1660054466
AFG65334,"16 October 2021",2021,1,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Former Military Forces of Afghanistan (2021-)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Paktika,Ziruk,,Ziruk,33.1581,69.3128,2,"Twitter; Afghan Peace Watch","Local partner-Other","On 16 October 2021, 1 former soldier was killed by the Taliban in Ziruk district, Paktika.",1,,1665497627
AFG62161,"16 October 2021",2021,2,"Political violence",Battles,"Armed clash","Military Forces of Afghanistan (2021-)",,"State forces","National Resistance Front",,"Rebel group","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Baghlan,"Deh Salah",,"Deh Salah",35.6863,69.3114,2,"Pajhwok Afghan News",National,"Around 16 October 2021 (as reported), the Taliban clashed with the National Resistance Front in Qasan valley of Deh Salah district, Baghlan. No further information on fatalities.",0,,1715131350
AFG62707,"16 October 2021",2021,1,"Political violence",Battles,"Armed clash","National Resistance Front",,"Rebel group","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Panjshir,Bazarak,,Bazarak,35.3129,69.5152,2,Twitter,"New media","On 16 October 2021, NRF fighter attacked Taliban forces, killing and injuring Taliban members in Molsba area of Bazarak district, Panjshir. In this clash several members of NRF also were killed and injured. Fatalities coded as 3 (NRF reported more than 200 Taliban fatalities).",3,,1721157093
AFG62162,"16 October 2021",2021,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Afghanistan)",,"Political militia","Civilians (Afghanistan)","Former Police Forces of Afghanistan (2021-)",Civilians,"Political militia-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Khost,Khost,,Khost,33.3395,69.9204,1,"Pajhwok Afghan News; Shinwari Kara News; Twitter","New media-National","On 16 October 2021, a former policeman who worked for the previous government, was taken out by some unidentified gunmen from his house in Bahram khel area in Sahra area of Khost city. His body was found four days later. Some sources claimed he was arrested and killed by the Taliban forces.",1,,1722291482
AFG62163,"16 October 2021",2021,1,"Political violence",Battles,"Armed clash","Islamic State Khorasan Province (ISKP)",,"Rebel group","Military Forces of Afghanistan (2021-)","Military Forces of Pakistan (2018-2022)","State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Nangarhar,Jalalabad,,Jalalabad,34.4265,70.4515,1,"ExTrac; Twitter","Local partner-International","On 16 October 2021, 1 member of the Taliban and 1 member of the Pakistan intelligence agency were killed by the Islamic state in PD6 of Jalalabad city, Nangarhar. No information on further details - the claim came from IS and cited by a reowned journalist.",2,,1730228607
AFG62159,"15 October 2021",2021,1,"Political violence",Battles,"Armed clash","Military Forces of Afghanistan (2021-)",,"State forces","National Resistance Front",,"Rebel group","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Baghlan,Pul-e-Hisar,,Pul-e-Hisar,35.6149,69.4652,2,"Afghan Islamic Press News Agency; Pajhwok Afghan News",National,"On 15 October 2021, 6-7 members of the National Resistance Front, including two commanders, were killed during clashes with the Taliban in Pul-e-Hisar district, Baghlan. No Taliban forces were killed.",6,,1636483659
AFG62341,"15 October 2021",2021,2,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Former Militia (Pro-Government)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Ghazni,Ghazni,,Ghazni,33.5508,68.4225,1,HRW,Other,"Around 15 October 2021 (as reported), 1 former pro-government militia commander was shot and killed by gunmen in Ghazni city. Residents of the area said they believed the gunmen were Taliban members.",1,,1638905150
AFG62706,"15 October 2021",2021,1,"Political violence",Battles,"Armed clash","National Resistance Front",,"Rebel group","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,"Sar-e Pol",Sar-e-Pul,,Sar-e-Pul,36.2154,65.9325,3,Twitter,"New media","On 15 October 2021, NRF fighters clashed with the Taliban forces in Sar-e Pol Province. Fatalities coded as 3 (NRF reported more than 40 Taliban Fatalities).",3,,1643759414
AFG62705,"15 October 2021",2021,1,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)",,Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,"Aamaj News; Twitter","New media-National","On 15 October 2021, 1 civilian was killed by Taliban, reportedly on account of being from Panjshir province. His ID card (Tazkera) was in his pocket and controlled by the Taliban before the killing, in PD4 of Kabul city.",1,,1722291482
AFG62160,"15 October 2021",2021,3,"Strategic developments","Strategic developments",Arrests,"Military Forces of Afghanistan (2021-)",,"State forces","Islamic State Khorasan Province (ISKP)",,"Rebel group","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,"TOLO News",National,"Around 15 October 2021 (month of), Taliban arrested more than 250 militants affiliated with IS across Afghanistan [coded to Kabul with GP3]. Many of them were those who fled from the prisons.",0,,1730228607
AFG62155,"15 October 2021",2021,1,"Political violence","Violence against civilians",Attack,"Islamic State Khorasan Province (ISKP)",,"Rebel group","Civilians (Afghanistan)","Shiite Muslim Group (Afghanistan)",Civilians,"Rebel group-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Kandahar,Kandahar,,Kandahar,31.6133,65.7101,1,"Al Jazeera; AP; Etilaat e Roz; ExTrac; Khaama Press; New York Times; Pajhwok Afghan News; RFE/RL; Shafaqna; Twitter; Undisclosed Source","Local partner-Other","On 15 October 2021, 47 Shiite civilians were killed and 68-90 Shiite were injured in three suicide attacks inside the Fatema Alzahra Mosque in Kandahar city. Sources claimed that 2-4 suicide bombers first shot and killed the private guards at the entrance of the mosque, and then detonated their explosives in the security gate and inside the mosque among the worshipers. Islamic State claimed responsibility. Fatalities coded 49 to account for at least 2 suicide bombers in addition to the civilians.",49,,1739304988
